Date,Ticker,Open,High,Low,Close,Volume
2023-12-20,ACGL,70.7753801451073,70.90850536318905,69.72939317955917,69.99564361572266,1564100
2023-12-21,ACGL,69.8054647118861,70.58520121788432,69.6057696359726,70.51863861083984,1781600
2023-12-22,ACGL,70.57568627505482,70.88948451428487,69.89103820938185,70.21434020996094,1303400
2023-12-26,ACGL,70.36648907645305,70.36648907645305,69.59626361214575,69.90055084228516,1158600
2023-12-27,ACGL,69.65331571054571,70.00515077022418,69.4536278944406,69.9290771484375,950800
2023-12-28,ACGL,70.10024380559973,70.62323366671225,69.90055597628982,70.42354583740234,1336400
2023-12-29,ACGL,70.29992796554119,70.87046562732982,69.96711493406282,70.62322998046875,1332300
2024-01-02,ACGL,70.94653851478071,72.02105122092443,70.63274026487665,71.84038543701172,1859700
2024-01-03,ACGL,72.1827079776278,73.84678033788117,72.03056073668178,73.1621322631836,2213900
2024-01-04,ACGL,73.90383180022363,74.6074946514535,73.50445617558881,73.66610717773438,1945600
2024-01-05,ACGL,73.83727171489075,74.17008474677283,72.73422594661871,73.03851318359375,2073900
2024-01-08,ACGL,73.36182352481572,73.50445975621346,72.00203832774676,73.33329772949219,1484600
2024-01-09,ACGL,73.0480271131106,73.24771494020285,71.17475578852768,72.41092681884766,1839100
2024-01-10,ACGL,72.49650421944159,73.51396538896095,72.49650421944159,73.18115234375,1587600
2024-01-11,ACGL,73.45691127089177,73.90383473971248,73.04802461375579,73.80874633789062,1314900
2024-01-12,ACGL,73.91334198552549,74.2651697797953,73.27623449078408,73.87530517578125,1212100
2024-01-16,ACGL,74.67405774261296,74.76914614127291,73.74218127905367,74.33173370361328,1468300
2024-01-17,ACGL,74.11303047842796,75.39674198630975,74.11303047842796,74.80718231201172,1439500
2024-01-18,ACGL,73.86579782426188,75.17803517903202,73.72316159433946,75.08294677734375,1801800
2024-01-19,ACGL,75.74857843529686,77.37461400923287,75.74857843529686,76.9086685180664,1997000
2024-01-22,ACGL,77.03229253823665,77.2985429679166,76.35715544732528,76.51880645751953,1641500
2024-01-23,ACGL,76.48077202143139,77.04179869357462,76.0813963645043,76.39518737792969,1178700
2024-01-24,ACGL,76.97523209972901,76.99425413275826,76.10991822117698,76.19549560546875,1486600
2024-01-25,ACGL,76.07188154962208,76.528316031023,74.80718477771242,75.69152069091797,1620800
2024-01-26,ACGL,75.87219196675522,76.1954939735285,75.35870590766255,75.97679138183594,1321900
2024-01-29,ACGL,75.37772008107066,75.91022816851512,75.12098068097296,75.81513977050781,1323500
2024-01-30,ACGL,75.71054373631513,76.6899680635977,75.6059443174034,76.62340545654297,1036900
2024-01-31,ACGL,77.01327211549152,78.7153814034355,77.0037683533614,78.382568359375,2325800
2024-02-01,ACGL,77.5743044763536,78.28747837990109,77.07983317388381,78.05925750732422,1841500
2024-02-02,ACGL,79.07672128941034,79.53314849834766,78.54421320594389,79.20984649658203,1514700
2024-02-05,ACGL,78.94359567320895,79.78990207044625,78.80096669228497,79.55217742919922,1803900
2024-02-06,ACGL,79.85645775489297,80.01810875577578,79.08622505079425,79.20984649658203,1307200
2024-02-07,ACGL,79.28591363592572,80.56012138744508,78.95310061474595,80.27484893798828,1385300
2024-02-08,ACGL,79.8469517215336,80.10369113573506,76.99425609592556,78.69636535644531,1897700
2024-02-09,ACGL,78.30649391450211,79.41904347362913,77.583808987259,79.36199188232422,1130900
2024-02-12,ACGL,79.4761030782377,79.5046288741624,78.68685553534618,79.01966857910156,1375200
2024-02-13,ACGL,79.23837379204028,80.30337546959802,79.0386859774982,79.93252563476562,1586100
2024-02-14,ACGL,79.87547447739728,81.17820804190414,79.78989709418012,80.7027587890625,2336100
2024-02-15,ACGL,82.18616300073172,84.09747114161766,80.63620095645146,83.10853576660156,2431200
2024-02-16,ACGL,84.07844739637058,84.41126043532782,81.79628944315213,81.88187408447266,2370300
2024-02-20,ACGL,81.8057966337442,81.86284822210273,80.9499865344672,81.17820739746094,1871900
2024-02-21,ACGL,81.99598322796524,82.01499800641425,79.84695052422688,80.55061340332031,1825400
2024-02-22,ACGL,80.82637313322309,81.72022005175535,79.87547462577339,81.60610961914062,1721700
2024-02-23,ACGL,81.69169935709873,83.05147734305052,81.57758891736039,83.00393676757812,1696500
2024-02-26,ACGL,82.86129769817862,83.80268521579332,82.57602523597775,82.99442291259766,1548600
2024-02-27,ACGL,82.85178566077506,83.02294768503087,81.92942018788654,82.93737030029297,1817000
2024-02-28,ACGL,83.08951001100375,84.1259931696048,82.82325958634438,83.94532012939453,1247600
2024-02-29,ACGL,83.76464910020212,83.80268591246379,82.16714651389317,83.28919982910156,3310000
2024-03-01,ACGL,82.91834970898287,83.38429521659128,82.53799609716066,82.88982391357422,1225900
2024-03-04,ACGL,82.8898234026547,83.26067325024158,82.30977471698701,82.86129760742188,1051700
2024-03-05,ACGL,83.10853292825439,84.04040942447634,82.78522365574267,83.0990219116211,1202000
2024-03-06,ACGL,83.09902368258689,84.52537150721733,82.57602657831032,84.45880889892578,1337600
2024-03-07,ACGL,84.24960647352164,84.53487892822527,82.97540595334645,83.38429260253906,2051300
2024-03-08,ACGL,83.25116832000298,83.7266175799578,82.73768224867815,83.30821990966797,1208600
2024-03-11,ACGL,83.30821783134698,86.04680288864552,83.30821783134698,85.87564086914062,2107900
2024-03-12,ACGL,85.87564739879575,86.50324393629366,85.32413174270464,86.45569610595703,1886400
2024-03-13,ACGL,86.7124418464213,87.07378068682738,86.06583053663445,86.53176879882812,1592200
2024-03-14,ACGL,86.72194611968486,87.05476642085075,86.0182832137867,86.56029510498047,1424600
2024-03-15,ACGL,86.04680480289873,87.49217461193466,86.04680480289873,87.3685531616211,3505500
2024-03-18,ACGL,86.89310260105046,87.24493765891616,86.29403915582171,86.91212463378906,1446900
2024-03-19,ACGL,87.26395742334174,87.34954206599626,86.636368147923,87.16886901855469,1581000
2024-03-20,ACGL,87.09279611246988,88.03419091554723,86.81704191274292,87.70137786865234,1681600
2024-03-21,ACGL,87.36855622437797,87.43511883273406,86.06582985301135,86.23699188232422,2040300
2024-03-22,ACGL,86.37011425620636,86.37961801795856,85.53331891609498,86.22747802734375,1888900
2024-03-25,ACGL,86.39864074705352,86.84556421552618,85.59037845002725,86.52225494384766,2071200
2024-03-26,ACGL,86.47471175772408,87.0642641836164,85.79006367817703,86.14189147949219,1945900
2024-03-27,ACGL,86.5602886519673,87.23542571138428,86.37011185529032,86.98819732666016,3025500
2024-03-28,ACGL,87.4065907158215,88.02467620830306,86.69341682175354,87.90106201171875,2463000
2024-04-01,ACGL,88.05320438252662,88.54767569178465,87.38757829865644,87.7774429321289,1361200
2024-04-02,ACGL,88.02467569486089,88.36699974239916,86.75997892227674,86.9977035522461,1674900
2024-04-03,ACGL,86.9977077068971,87.9200804759917,86.9977077068971,87.70137786865234,1451400
2024-04-04,ACGL,87.66333423211626,88.09123565127784,86.3701117036007,86.61734008789062,1466400
2024-04-05,ACGL,87.48266531647556,90.3448719413204,87.14985227981455,90.24027252197266,2591400
2023-12-08,ACN,325.1560112282894,327.68854602632274,324.63202727932537,327.2228088378906,1274500
2023-12-11,ACN,325.2627232810876,332.22968117800457,325.2530401645971,332.15203857421875,1814100
2023-12-12,ACN,331.7833671189926,333.0642037932597,331.0750485068765,333.03509521484375,1935300
2023-12-13,ACN,333.2097592226302,334.95636282925244,329.78451151088956,333.4426574707031,2461000
2023-12-14,ACN,332.5693144654026,335.1407004367294,330.62866368672934,332.55963134765625,2551300
2023-12-15,ACN,328.39694993361326,336.6641121643609,326.27193481448745,333.9375,3880200
2023-12-18,ACN,332.4917107300276,333.7725473865241,330.53166404925446,331.70574951171875,3208000
2023-12-19,ACN,322.85639821057924,334.5682039077135,322.16744581923155,331.3758544921875,3252800
2023-12-20,ACN,335.30567674108937,336.3439321308911,329.1441039060035,329.4255065917969,3406200
2023-12-21,ACN,330.0755918709421,339.12871448147683,330.0755918709421,338.4009704589844,3304200
2023-12-22,ACN,339.6139244527887,344.290900462129,337.58594771449447,343.931884765625,2313900
2023-12-26,ACN,343.63106052728347,344.39759629308463,341.07909991935844,342.9421081542969,1535700
2023-12-27,ACN,343.980309685014,344.83420066417943,341.19548088612925,343.32049560546875,1309700
2023-12-28,ACN,343.6310553293722,343.9803582636462,340.82680067730814,341.1567077636719,1300800
2023-12-29,ACN,341.35080888488756,342.4375686845203,339.0608253539612,340.4969177246094,1233500
2024-01-02,ACN,337.8576077894966,339.904980196376,335.0436700152918,336.62530517578125,2319500
2024-01-03,ACN,332.365581211127,333.5687753150388,327.5139538734397,327.89239501953125,3060900
2024-01-04,ACN,327.89239232939343,329.7165793193317,326.54362572683016,327.0870056152344,2750600
2024-01-05,ACN,327.969974154978,329.66804354779225,325.5829820427193,326.63092041015625,1510800
2024-01-08,ACN,325.0590275495672,330.3667089749305,325.0590275495672,330.2502746582031,1909500
2024-01-09,ACN,329.2022973767744,332.5887532574603,327.99910332159806,332.57904052734375,1625900
2024-01-10,ACN,334.3546839923116,335.3735433401844,332.60811027021333,335.0824279785156,1569100
2024-01-11,ACN,333.30677874891876,338.09047591928385,332.8701204690839,337.6441345214844,1785800
2024-01-12,ACN,339.6139256014425,347.0466224980436,338.3621974128701,345.7560729980469,2405900
2024-01-16,ACN,341.91355920672095,345.90161203098774,340.69093971706553,344.03857421875,2097500
2024-01-17,ACN,342.61674604147845,347.9924905830587,342.61674604147845,344.4086608886719,1917100
2024-01-18,ACN,346.716694432619,350.3784499441103,345.8889298840016,350.1544494628906,2064100
2024-01-19,ACN,352.0827440799854,355.28678037145187,350.7095856693569,354.39080810546875,2506500
2024-01-22,ACN,354.4882086261837,359.0166921604898,354.0012742736752,357.61431884765625,2302500
2024-01-23,ACN,357.7603965739357,360.3314242450146,356.08537091686344,360.195068359375,1693100
2024-01-24,ACN,361.3052619039445,362.51284949529,358.21808526850896,359.2601318359375,2250100
2024-01-25,ACN,362.64920770277257,365.91167357985887,360.4482550733145,362.220703125,2227400
2024-01-26,ACN,362.2012684795399,364.36325823307345,360.14639001986495,361.37347412109375,1404800
2024-01-29,ACN,360.83780710473127,365.6195058169332,360.409302514465,363.5938720703125,1683100
2024-01-30,ACN,364.22686931062486,365.4442051037754,361.28579673361367,361.597412109375,1849500
2024-01-31,ACN,361.30524698036334,362.9803021443867,353.94280281573083,354.3713073730469,2320100
2024-02-01,ACN,354.48821492944825,361.5098000958417,353.95259902021064,361.2176513671875,1500000
2024-02-02,ACN,362.46419597630694,365.01572723019314,359.8250201053157,363.204345703125,1590500
2024-02-05,ACN,362.76609661350795,364.22689968711944,359.42573405134397,360.66253662109375,1787300
2024-02-06,ACN,360.83781504346916,361.9967211580799,352.93000606385306,355.169921875,4012000
2024-02-07,ACN,355.4620618596687,360.2535087566543,354.60505268133693,357.0689392089844,2531800
2024-02-08,ACN,358.0720224922799,359.81525571879877,357.3319025188761,358.85113525390625,1679800
2024-02-09,ACN,359.601018849594,362.74662546185937,358.33500142280025,361.9577941894531,1482600
2024-02-12,ACN,359.834719294826,360.72094333598255,356.6112164291391,357.82855224609375,1325000
2024-02-13,ACN,351.9658744937371,356.20220909090665,350.5927161225104,353.32928466796875,1696900
2024-02-14,ACN,356.66966970456616,361.4903317458292,356.66966970456616,361.28582763671875,2114600
2024-02-15,ACN,362.8537059518572,364.7722283241368,360.46774566234353,361.80194091796875,2358800
2024-02-16,ACN,362.5712993097199,363.67177567829685,358.7245358384543,359.82501220703125,2410200
2024-02-20,ACN,360.2145086955543,360.3313681678506,351.99505564946804,353.4656066894531,1631000
2024-02-21,ACN,350.9238306001334,352.910530995084,349.5896352865049,351.47894287109375,1757700
2024-02-22,ACN,360.0587604841692,362.4642175191806,358.77324658332805,361.6072082519531,1614600
2024-02-23,ACN,364.21714463729955,368.0931527522683,363.0874533818798,367.46014404296875,1614500
2024-02-26,ACN,367.0121127718058,370.36222319221275,367.0121127718058,367.6159362792969,1455000
2024-02-27,ACN,367.14847446431116,369.82661320377235,365.103344391973,368.0346984863281,1083200
2024-02-28,ACN,368.35605437990614,369.57339014519516,365.40523367364995,368.15155029296875,1264200
2024-02-29,ACN,370.4596176095419,370.4596176095419,364.3729387262355,364.9864807128906,3329500
2024-03-01,ACN,365.97985959833517,372.01785765779044,365.97985959833517,371.03424072265625,2110500
2024-03-04,ACN,372.3197562097397,376.8677363096945,371.6380362025987,373.68316650390625,1642900
2024-03-05,ACN,371.5698476201223,374.12137869066845,364.1879067175877,367.0316162109375,1539400
2024-03-06,ACN,370.0700286408318,373.0500638622783,367.9275060606575,370.8783264160156,1451200
2024-03-07,ACN,374.59860766775836,377.38388773922014,373.6734501899845,376.799560546875,1564300
2024-03-08,ACN,376.5852838390506,377.3838632928543,367.8594287509885,368.2879333496094,1641100
2024-03-11,ACN,364.5969764387621,365.74613439644844,357.47799846750996,363.46728515625,2220000
2024-03-12,ACN,365.2007259795394,372.4268440877701,365.05465163316984,370.53753662109375,1793700
2024-03-13,ACN,369.5831637442277,371.21925599240257,367.83993048688535,368.82354736328125,1635800
2024-03-14,ACN,371.02447836594575,371.5211311535663,366.7199659791936,368.32684326171875,1706700
2024-03-15,ACN,359.1530435342403,365.3371156774552,357.2832025672407,364.81121826171875,3865400
2024-03-18,ACN,368.86249710036134,369.0377863234489,362.45442477977844,362.931640625,2164400
2024-03-19,ACN,363.7302026863443,368.4437235169223,361.33449406239765,368.20025634765625,2062800
2024-03-20,ACN,368.1515691493034,371.3068941041093,365.39553391237683,370.49859619140625,2877600
2024-03-21,ACN,354.4784904209704,359.38679743117774,333.3358073678102,336.0139465332031,9574800
2024-03-22,ACN,341.1754172408939,341.3117731280045,327.01538738250457,328.6806945800781,5899600
2024-03-25,ACN,327.2296069466375,327.2296069466375,321.0747500897048,325.0968322753906,5320000
2024-03-26,ACN,326.3823650725437,329.0117926876874,325.60325229315345,327.5997009277344,3006500
2024-03-27,ACN,329.05075643429365,333.41366912740887,329.05075643429365,332.0307922363281,3295200
2024-03-28,ACN,332.4982310865262,337.91293813465046,331.9333706542486,337.5525817871094,3614900
2024-04-01,ACN,335.8483225331525,335.9846784074354,329.2357759131217,330.3070373535156,2320200
2024-04-02,ACN,327.8723499636729,330.0245912173527,324.2982391757877,327.6678161621094,2453300
2024-04-03,ACN,327.45361886044066,328.3788060606221,323.21731357570366,323.59710693359375,1975700
2024-04-04,ACN,325.3889958109551,329.15786281495855,321.5422323900709,321.8343811035156,2273000
2024-04-05,ACN,322.86666024038595,325.09682768690135,321.69800601615754,324.2982482910156,3694700
2023-12-08,ADM,68.34610654891989,68.8624181051628,67.94965642397055,67.99575805664062,2903800
2023-12-11,ADM,68.08795087714694,69.33261752155305,67.87590025937853,69.22198486328125,2936700
2023-12-12,ADM,69.14822231429054,69.24041853721873,68.23546774929575,68.76099395751953,2588100
2023-12-13,ADM,68.59503925930481,69.5446737385236,66.870941017557,69.387939453125,4365200
2023-12-14,ADM,69.59077502962289,71.3148662288681,69.59077502962289,70.45742797851562,3863700
2023-12-15,ADM,70.47587233426499,70.64182835365969,69.68297213428153,69.83970642089844,11609700
2023-12-18,ADM,69.51701491530386,69.70140736295116,66.53902835036503,66.69576263427734,6458500
2023-12-19,ADM,66.98159369257202,68.38299486836802,66.88939745000113,68.17094421386719,3770400
2023-12-20,ADM,67.61773642953449,67.71915438221029,65.091523413157,65.165283203125,5051200
2023-12-21,ADM,65.18371721156012,65.66314879441734,64.59365298198236,65.3957748413086,3827800
2023-12-22,ADM,65.56173961202344,66.51137413866319,65.56173961202344,65.88442993164062,3018600
2023-12-26,ADM,65.96741031184999,66.93548125382462,65.96741031184999,66.74186706542969,1892500
2023-12-27,ADM,66.45604986680705,66.71420209165316,66.16101774782285,66.53902435302734,2372900
2023-12-28,ADM,66.37307334166302,66.82484680326446,66.31775701335309,66.6312255859375,2389700
2023-12-29,ADM,66.52059834724913,66.76031417965159,66.17024281509441,66.58513641357422,2195900
2024-01-02,ADM,66.7049865089324,67.51633018652485,66.54825221998702,67.08300018310547,3072600
2024-01-03,ADM,66.82484669137625,68.24468403250862,66.55747271479075,67.42412567138672,3760900
2024-01-04,ADM,67.4425547828124,67.53475098825913,66.12412864597715,66.15178680419922,3442200
2024-01-05,ADM,65.80145251379463,66.38229506331504,64.80571639965584,65.28514099121094,2926100
2024-01-08,ADM,64.85181613013526,65.5340837257637,64.32628986730461,65.51564025878906,3087500
2024-01-09,ADM,65.40500444786495,65.45109904484137,64.62131892393124,65.15606689453125,2875100
2024-01-10,ADM,65.1652904789632,65.35890467365606,63.89296561350097,63.920623779296875,3480400
2024-01-11,ADM,63.86530599375081,64.3170795216289,63.62559717982764,64.0497055053711,2739500
2024-01-12,ADM,64.53833935407675,65.00854922463884,63.98515499500881,64.1326675415039,2548600
2024-01-16,ADM,64.33550896140638,64.4000470249266,63.478070669425506,63.70856475830078,2941300
2024-01-17,ADM,63.15537040423615,64.08656834617345,63.01707256586998,63.542598724365234,2564600
2024-01-18,ADM,63.32132400022527,63.47805826183563,62.84189948408769,63.37664031982422,2609800
2024-01-19,ADM,63.39509794171721,63.44119254030489,62.69439392244176,62.869571685791016,5030200
2024-01-22,ADM,52.442015171554566,53.2533518179693,47.472563264756644,47.65695571899414,47394200
2024-01-23,ADM,48.15481687539845,49.96188939724302,47.76758855660039,48.22857666015625,24466600
2024-01-24,ADM,48.22858463706284,50.03565745779345,47.887450851725404,48.523616790771484,13638900
2024-01-25,ADM,48.52361762508307,48.96616586325518,46.76264288864248,47.37114715576172,13214200
2024-01-26,ADM,47.95198500321186,48.394536714728474,47.168306568311145,47.98886489868164,10795800
2024-01-29,ADM,49.703746796155166,50.846999061556154,48.92928649173792,50.65338134765625,11737400
2024-01-30,ADM,50.80089238355712,51.76897030573361,50.45054392418284,51.630672454833984,7267000
2024-01-31,ADM,51.58458044911367,51.87039088311282,50.92075631352184,51.24345016479492,10987700
2024-02-01,ADM,51.33564251114015,52.35903680366601,51.22500633593915,52.33137512207031,5654100
2024-02-02,ADM,52.18385838876581,52.39591603771878,51.32642012842749,51.3448600769043,4745500
2024-02-05,ADM,50.52430613597423,50.70870211982212,48.7448913984047,48.8278694152832,10606300
2024-02-06,ADM,48.89239951568433,49.805157552625744,48.69878534686837,49.20587158203125,5783700
2024-02-07,ADM,48.982509363087054,49.48508227797672,48.656763779936504,49.21518325805664,4051600
2024-02-08,ADM,49.23379683610771,49.364093647228934,48.693991703951944,49.04765701293945,3476800
2024-02-09,ADM,49.047663386411514,49.568850698621844,48.70330697651222,49.37340545654297,5518800
2024-02-12,ADM,49.531624678732996,50.12726933930382,49.4664762658782,50.015586853027344,3651800
2024-02-13,ADM,49.792210529407555,50.41577482627564,48.833595275878906,48.833595275878906,5274400
2024-02-14,ADM,48.90805730613115,49.624693406241576,48.81498915819879,49.57815933227539,3746400
2024-02-15,ADM,49.56884453867386,50.93696816385306,49.55953914510747,50.546077728271484,3826400
2024-02-16,ADM,50.536769920194686,50.74152408647555,49.66191734209615,49.931819915771484,3302700
2024-02-20,ADM,49.81082874823625,50.117956448898525,49.08488731910545,49.69914627075195,4459600
2024-02-21,ADM,49.60607030614976,50.19240947547837,49.4199304928351,50.16448974609375,3141400
2024-02-22,ADM,49.86666531527456,50.17379297623075,49.280326171221766,49.97834777832031,6515500
2024-02-23,ADM,49.79221201551829,50.183102443074446,49.326864239672325,49.74567794799805,3105900
2024-02-26,ADM,49.73636894368331,49.885280089759654,49.35478390996756,49.48508071899414,3044200
2024-02-27,ADM,49.71775965029629,50.05281065053806,49.04766120013487,49.13142395019531,3783300
