ticker,address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,corporateActions,preMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,shortName,longName,preMarketChange,preMarketChangePercent,preMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,hasPrePostMarketData,firstTradeDateMilliseconds,displayName,trailingPegRatio,ipoExpectedDate,fax,address2,prevName,nameChangeDate
AAPL,One Apple Park Way,Cupertino,CA,95014,United States,(408) 996-1010,https://www.apple.com,Consumer Electronics,consumer-electronics,Consumer Electronics,Technology,technology,Technology,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple Vision Pro, Apple TV, Apple Watch, Beats products, and HomePod, as well as Apple branded and third-party accessories. It also provides AppleCare support and cloud services; and operates various platforms, including the App Store that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts, as well as advertising services include third-party licensing arrangements and its own advertising platforms. In addition, the company offers various subscription-based services, such as Apple Arcade, a game subscription service; Apple Fitness+, a personalized fitness service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV, which offers exclusive original content and live sports; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It distributes third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers and resellers. The company was formerly known as Apple Computer, Inc. and changed its name to Apple Inc. in January 2007. Apple Inc. was founded in 1976 and is headquartered in Cupertino, California.",166000.0,"[{'maxAge': 1, 'name': 'Mr. Timothy D. Cook', 'age': 64, 'title': 'CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2025, 'totalPay': 16759518, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kevan  Parekh', 'age': 53, 'title': 'Senior VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2025, 'totalPay': 4034174, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sabih  Khan', 'age': 58, 'title': 'Senior VP & Chief Operating Officer', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 5021905, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Katherine L. Adams', 'age': 61, 'title': 'Senior VP, General Counsel & Secretary', 'yearBorn': 1964, 'fiscalYear': 2025, 'totalPay': 5022482, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': ""Ms. Deirdre  O'Brien"", 'age': 58, 'title': 'Senior Vice President of Retail & People', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 5037867, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ben  Borders', 'age': 44, 'title': 'Principal Accounting Officer', 'yearBorn': 1981, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Suhasini  Chandramouli', 'title': 'Director of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kristin Huguet Quayle', 'title': 'Vice President of Worldwide Communications', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Greg  Joswiak', 'title': 'Senior Vice President of Worldwide Marketing', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Adrian  Perica', 'age': 51, 'title': 'Vice President of Corporate Development', 'yearBorn': 1974, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",7.0,1.0,3.0,1.0,1.0,1768176000.0,1767139200.0,http://investor.apple.com/,[],86400,2,248.34999,247.24,244.68,249.41,248.34999,247.24,244.68,249.41,1.04,0.42,1762732800.0,0.1367,0.52,1.093,33.20482,27.10944,41688982,41688982,46377416,49878560,49878560,246.02,249.98,5,4,3665126490112,169.21,288.62,288.62,0.049107,8.806992,269.7684,235.02435,1.02,0.004107107,USD,False,3722806558720.0,0.26915002,14750789909,14697926000,112732788,129458559,1764288000,1767139200,0.0076,0.01702,0.64814,2.68,0.0076,14776353000,4.991,49.697453,1758931200,1790467200,1758931200,0.864,112010002432,7.47,9.14958,4:1,1598832000.0,8.946,25.719,0.07909167,0.15024745,0.26,1762732800.0,EQUITY,248.04,350.0,205.0,287.21902,300.0,2.0,buy,41,54697000960.0,3.702,144748003328,112377004032.0,0.771,0.893,416161005568,152.411,27.84,0.22964,1.7142199,195201007616,78862254080.0,111482003456.0,0.912,0.079,0.46905,0.34782,0.31647,USD,AAPL,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,PRE,[],1769427943.0,1769202001,NMS,finmb_24937,America/New_York,EST,-18000000,us_market,False,-0.12482286,248.04,7.47,9.14958,8.26697,30.003738,-21.728409,-0.08054468,13.01564,0.055379964,15,0,2.0 - Buy,False,Apple Inc.,Apple Inc.,1.5700073,0.6329654,249.61,-0.30999756,244.68 - 249.41,NasdaqGS,46377416,78.82999,0.4658707,169.21 - 288.62,-40.58,-0.1406001,7.909167,1762992000.0,1769720400.0,1769720400,1769720400,1769724000,1769724000,False,True,345479400000,Apple,2.5101,,,,,
ABNB,888 Brannan Street,San Francisco,CA,94103,United States,(415) 728-0108,https://www.airbnb.com,Travel Services,travel-services,Travel Services,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Airbnb, Inc., together with its subsidiaries, operates a platform that enables hosts to offer stays and experiences to guests worldwide. Its marketplace connects hosts and guests online or through mobile devices to book spaces and experiences. It also offers gift cards. The company was formerly known as AirBed & Breakfast, Inc. and changed its name to Airbnb, Inc. in November 2010. Airbnb, Inc. was founded in 2007 and is headquartered in San Francisco, California.",7300.0,"[{'maxAge': 1, 'name': 'Mr. Brian  Chesky', 'age': 43, 'title': 'Co-Founder, CEO, Head of Community & Chairman of the Board', 'yearBorn': 1982, 'fiscalYear': 2024, 'totalPay': 186326, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Nathan  Blecharczyk', 'age': 41, 'title': 'Co-Founder, Chief Strategy Officer & Director', 'yearBorn': 1984, 'fiscalYear': 2024, 'totalPay': 834700, 'exercisedValue': 16448774, 'unexercisedValue': 37978440}, {'maxAge': 1, 'name': 'Mr. Joseph  Gebbia', 'age': 43, 'title': 'Co-Founder & Director', 'yearBorn': 1982, 'fiscalYear': 2024, 'totalPay': 62500, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elinor B. Mertz', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1978, 'fiscalYear': 2024, 'totalPay': 1088538, 'exercisedValue': 0, 'unexercisedValue': 9758068}, {'maxAge': 1, 'name': 'Mr. David E. Stephenson', 'age': 57, 'title': 'Chief Business Officer & Head of Employee Experience', 'yearBorn': 1968, 'fiscalYear': 2024, 'totalPay': 1121638, 'exercisedValue': 14545904, 'unexercisedValue': 5843421}, {'maxAge': 1, 'name': 'Dr. Aristotle N. Balogh', 'age': 61, 'title': 'Advisor', 'yearBorn': 1964, 'fiscalYear': 2024, 'totalPay': 1124095, 'exercisedValue': 44511732, 'unexercisedValue': 2928653}, {'maxAge': 1, 'name': 'Ms. Tara Lynn Bunch', 'title': 'Global Head of Operations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David C. Bernstein', 'age': 63, 'title': 'Chief Accounting Officer', 'yearBorn': 1962, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Angela  Yang', 'title': 'Director of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ronald A. Klain J.D.', 'title': 'Chief Legal Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",9.0,10.0,10.0,10.0,10.0,1768176000.0,1735603200.0,,[],86400,2,133.79999,133.21,131.71,134.82,133.79999,133.21,131.71,134.82,,,,0.0,,1.1,31.464285,27.400356,4302887,4302887,4804822,4648960,4648960,132.04,132.29,12,8,80906936320,99.88,163.93,219.94,81.91,6.774423,128.225,127.79495,0.0,0.0,USD,False,70723117056.0,0.2203,409637768,425294120,17915163,17183486,1764288000,1767139200,0.0295,0.0149300005,0.85745,4.09,0.043,612235671,14.161,9.331967,1735603200,1767139200,1759190400,0.004,2631000064,4.2,4.82293,,,5.922,25.615,0.024736404,0.15024745,,,EQUITY,132.15,180.0,105.0,143.22858,145.0,2.44186,buy,35,11683999744.0,19.269,2760999936,2278000128.0,0.845,1.392,11943000064,26.458,19.31,0.07475,0.30776,9916999680,3233625088.0,4585999872.0,0.038,0.097,0.83036005,0.23118,0.39683,USD,ABNB,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,PRE,[],1769427806.0,1769202001,NMS,finmb_115705393,America/New_York,EST,-18000000,us_market,False,-1.2331795,132.15,4.2,4.82293,4.12116,32.06621,3.9249878,0.030610159,4.3550415,0.034078352,15,0,2.4 - Buy,False,"Airbnb, Inc.","Airbnb, Inc.",-0.1599884,-0.121065766,131.99,-1.6499939,131.71 - 134.82,NasdaqGS,4804822,32.269997,0.3230877,99.88 - 163.93,-31.779999,-0.19386324,2.4736404,,1762462800.0,1762462800,1762462800,1762466400,1762466400,False,True,1607610600000,Airbnb,1.7479,2020-12-10,,,,
ADBE,345 Park Avenue,San Jose,CA,95110-2704,United States,408 536 6000,https://www.adobe.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Adobe Inc. operates as a technology company worldwide. The Digital Media segment offers products and services that enable individuals, teams, and enterprises to create, publish, and promote content. This segment serves photographers, video editors, graphic and experience designers, game developers, content creators, students, marketers, business owners, knowledge workers, and consumers. The Digital Experience segment provides an integrated platform; and products, services, and solutions that enable brands and businesses to create, manage, execute, measure, monetize, and optimize customer experiences from analytics to commerce. This segment serves marketers, advertisers, agencies, publishers, merchandisers, merchants, web analysts, data scientists, developers, and executives across the C-suite. The Publishing and Advertising segment offers e-learning, technical document publishing, web conferencing, document and forms platform, web application development, printing, and Adobe Advertising solutions. It also provides consulting, training, customer management, technical support, and learning services. The company offers its solutions to enterprise customers, and businesses and consumers; and licenses its products to end-user customers through app stores and website at adobe.com. It markets and distributes its products through distributors, retailers, software developers, mobile app stores, systems integrators, independent software vendors, value-added resellers, and original equipment and hardware manufacturers. The company has a strategic alliance with HUMAIN for the development of generative AI models and AI-powered applications. The company was formerly known as Adobe Systems Incorporated and changed its name to Adobe Inc. in October 2018. Adobe Inc. was founded in 1982 and is headquartered in San Jose, California.",31360.0,"[{'maxAge': 1, 'name': 'Mr. Shantanu  Narayen', 'age': 61, 'title': 'Chairman & CEO', 'yearBorn': 1964, 'fiscalYear': 2024, 'totalPay': 6041047, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel J. Durn', 'age': 59, 'title': 'CFO and Executive VP of Finance, Technology, Security & Operations', 'yearBorn': 1966, 'fiscalYear': 2024, 'totalPay': 1803676, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Wadhwani', 'age': 53, 'title': 'President of Digital Media Business', 'yearBorn': 1972, 'fiscalYear': 2024, 'totalPay': 1614293, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Anil S. Chakravarthy', 'age': 57, 'title': 'President of Digital Experience Business', 'yearBorn': 1968, 'fiscalYear': 2024, 'totalPay': 1629407, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jillian  Forusz', 'age': 50, 'title': 'Senior VP, Chief Accounting Officer & Corporate Controller', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Steven  Day', 'title': 'CFO & SVP - Digital Experience Business Unit & SVP of Corporate Finance', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Douglas G. Clark C.F.A.', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Adele Louise  Pentland', 'age': 53, 'title': 'EVP of Legal & Government Relations and Chief Legal Officer', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lara H. Balazs', 'age': 54, 'title': 'Chief Marketing Officer & Executive Vice President of Global Marketing', 'yearBorn': 1971, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Gloria  Chen', 'age': 60, 'title': 'Chief People Officer & Executive VP of Employee Experience', 'yearBorn': 1965, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1.0,7.0,4.0,1.0,1.0,1768176000.0,1735603200.0,http://www.adobe.com/aboutadobe/invrelations/,[],86400,2,299.62,300.5664,299.2,303.84,299.62,300.5664,299.2,303.84,,,1111622400.0,0.0,0.12,1.526,18.017357,11.412237,3365960,3365960,4207144,5497810,5497810,300.2,302.73,1,5,126027907072,288.33,465.7,699.54,0.207031,5.3021965,331.4668,357.64575,0.0,0.0,USD,False,123648237568.0,0.29997,409297235,410500000,12370336,12263926,1764288000,1767139200,0.0296,0.00217,0.87554,2.87,0.0296,418600000,28.143,10.697865,1764288000,1795824000,1764288000,0.103,7129999872,16.71,26.38133,2:1,1116892800.0,5.202,13.379,-0.3135659,0.15024745,0.0065,1111622400.0,EQUITY,301.07,605.0,270.0,421.31558,409.745,2.23077,buy,34,6597000192.0,16.071,9242000384,6656000000.0,0.877,0.996,23768999936,57.266,55.77,0.18221001,0.55426,21218000896,8805874688.0,10030999552.0,0.172,0.105,0.89268,0.38883,0.36503,USD,ADBE,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,PRE,[],1769427582.0,1769202002,NMS,finmb_24321,America/New_York,EST,-18000000,us_market,False,0.4839504,301.07,16.71,26.38133,23.46286,12.831769,-30.39679,-0.09170388,-56.575745,-0.15818934,15,0,2.2 - Buy,False,Adobe Inc.,Adobe Inc.,0.13998413,0.046495542,301.21,1.4500122,299.2 - 303.84,NasdaqGS,4207144,12.740021,0.044185556,288.33 - 465.7,-164.63,-0.35351086,-31.35659,,1773349200.0,1773349200,1773349200,1765404000,1765404000,False,True,524323800000,Adobe,0.8525,,408 537 6000,,,
ADI,One Analog Way,Wilmington,MA,01887,United States,781 935 5565,https://www.analog.com,Semiconductors,semiconductors,Semiconductors,Technology,technology,Technology,"Analog Devices, Inc. engages in the design, manufacture, testing, and marketing of integrated circuits (ICs), software, and subsystems products in the United States, rest of North and South America, Europe, Japan, China, and rest of Asia. It provides data converter products, which translate real-world analog signals into digital data, as well as translates digital data into analog signals; power management and reference products for power conversion, driver monitoring, sequencing, and energy management applications in the automotive, communications, industrial, and consumer markets; and power ICs that include performance, integration, and software design simulation tools for accurate power supply designs. The company also offers amplifiers to condition analog signals; and radio frequency and microwave ICs to support cellular infrastructure; and micro-electro-mechanical systems technology solutions, including accelerometers used to sense acceleration, gyroscopes for sense rotation, inertial measurement units to sense multiple degrees of freedom, and broadband switches for radio and instrument systems, as well as isolators. In addition, it provides digital signal processing and system products for numeric calculations. The company serves clients in the industrial, automotive, consumer, instrumentation, aerospace, defense and healthcare, and communications markets through a direct sales force, third-party distributors, and independent sales representatives, as well as online. The company was incorporated in 1965 and is headquartered in Wilmington, Massachusetts.",24500.0,"[{'maxAge': 1, 'name': 'Mr. Vincent T. Roche', 'age': 65, 'title': 'CEO & Chair of the Board of Directors', 'yearBorn': 1960, 'fiscalYear': 2025, 'totalPay': 5453986, 'exercisedValue': 10406356, 'unexercisedValue': 72123696}, {'maxAge': 1, 'name': 'Dr. Raymond S. Stata Ph.D.', 'age': 91, 'title': 'Co-Founder & Board Member', 'yearBorn': 1934, 'fiscalYear': 2025, 'totalPay': 111163, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Richard C. Puccio Jr.', 'age': 56, 'title': 'Executive VP & CFO', 'yearBorn': 1969, 'fiscalYear': 2025, 'totalPay': 2119759, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vivek  Jain', 'age': 65, 'title': 'Executive Vice President of Global Operations & Technology', 'yearBorn': 1960, 'fiscalYear': 2025, 'totalPay': 2097691, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Martin  Cotter', 'age': 60, 'title': 'Senior Vice President of Vertical Business Units & President of ADI EMEA', 'yearBorn': 1965, 'fiscalYear': 2025, 'totalPay': 1611240, 'exercisedValue': 0, 'unexercisedValue': 12435256}, {'maxAge': 1, 'name': 'Dr. Katsufumi  Nakamura', 'age': 58, 'title': 'Senior VP & Chief Customer Officer', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 1885368, 'exercisedValue': 390681, 'unexercisedValue': 292436}, {'maxAge': 1, 'name': 'Mr. Michael  Sondel', 'age': 47, 'title': 'Corporate VP & Chief Accounting Officer', 'yearBorn': 1978, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Jeff  Ambrosi', 'title': 'Head of Investor Relations & Senior Director', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Janene I. Asgeirsson J.D.', 'age': 55, 'title': 'Chief Legal Officer & Corporate Secretary', 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mariya K. Trickett', 'age': 41, 'title': 'Senior VP & Chief People Officer', 'yearBorn': 1984, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",4.0,8.0,8.0,6.0,8.0,1768176000.0,1767139200.0,http://investor.analog.com/,[],86400,2,308.52,310.75,303.16,313.54,308.52,310.75,303.16,313.54,3.96,1.3,1765152000.0,0.8531,1.7,1.032,67.16483,26.686554,2409687,2409687,3749077,3487700,3487700,288.23,324.4,1,1,149638299648,158.65,313.54,313.54,0.592,13.579154,272.7524,239.51535,3.96,0.012835473,USD,False,154947026944.0,0.20575,487896239,488628595,10154096,10525960,1764288000,1767139200,0.0207,0.0025,0.93749,2.82,0.0208,489654098,69.06,4.425138,1761955200,1793491200,1761955200,0.648,2267342080,4.55,11.45146,2:1,953164800.0,14.061,31.024,0.41862404,0.15024745,0.99,1765152000.0,EQUITY,305.6,375.0,245.0,311.125,314.5,1.77778,buy,32,3652321024.0,7.459,4994371072,8961063936.0,1.568,2.19,11019707392,26.5,22.29,0.03891,0.06573,6773477888,3904020224.0,4812201984.0,0.661,0.259,0.61467,0.45321998,0.30501,USD,ADI,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,PRE,[],1769425869.0,1769202002,NMS,finmb_251411,America/New_York,EST,-18000000,us_market,False,-0.94644856,305.6,4.55,11.45146,9.9871,30.599476,32.847595,0.12043008,66.084656,0.2759099,15,0,1.8 - Buy,False,"Analog Devices, Inc.","Analog Devices, Inc.",-1.4100037,-0.46138862,304.19,-2.919983,303.16 - 313.54,NasdaqGS,3749077,146.95001,0.92625284,158.65 - 313.54,-7.9400024,-0.02532373,41.862404,1766361600.0,1771421400.0,1771421400,1771421400,1771426800,1771426800,False,True,322151400000,Analog Devices,1.2497,,,,,
ADP,One ADP Boulevard,Roseland,NJ,07068,United States,973 974 5000,https://www.adp.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Automatic Data Processing, Inc. provides cloud-based human capital management (HCM) solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. This segment's offerings include RUN Powered by ADP, a software platform for small business payroll, HR, and compliance; ADP Workforce Now, a HCM solution used across mid-sized and large businesses to manage employees; and ADP Lyric HCM, a solution for HR management, payroll, workforce management, talent, and data analytics. The PEO Services segment provides HR and employment administration outsourcing solutions under ADP TotalSource name to businesses through a co-employment model. The segment also provides guidance, user-friendly technology, comprehensive employee benefits, and a risk management, safety, and workers' compensation program. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",67000.0,"[{'maxAge': 1, 'name': 'Ms. Maria  Black', 'age': 51, 'title': 'President, CEO & DIrector', 'yearBorn': 1974, 'fiscalYear': 2025, 'totalPay': 4329391, 'exercisedValue': 2899961, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joseph  DeSilva Jr.', 'age': 50, 'title': 'Executive VP of North America & Chief of Operations', 'yearBorn': 1975, 'fiscalYear': 2025, 'totalPay': 1668369, 'exercisedValue': 929487, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael Anthony Bonarti J.D.', 'age': 60, 'title': 'Chief Administrative Officer', 'yearBorn': 1965, 'fiscalYear': 2025, 'totalPay': 1534451, 'exercisedValue': 7043104, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sreenivasa  Kutam', 'age': 55, 'title': 'President of Global Product & Innovation', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 1353738, 'exercisedValue': 6312742, 'unexercisedValue': 374683}, {'maxAge': 1, 'name': 'Mr. Peter  Hadley', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1973, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jonathan  Lehberger', 'age': 52, 'title': 'Corporate Controller & Principal Accounting Officer', 'yearBorn': 1973, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Matthew John Keating C.F.A.', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Kwon J.D.', 'age': 55, 'title': 'Corporate VP, Chief Legal Officer & General Counsel', 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gus  Blanchard', 'age': 62, 'title': 'Chief Marketing Officer', 'yearBorn': 1963, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Foskett', 'age': 49, 'title': 'President of Global Sales', 'yearBorn': 1976, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1.0,3.0,1.0,2.0,1.0,1768176000.0,1767139200.0,http://www.investquest.com/iq/a/adp/,[],86400,2,259.85498,258.035,256.88,260.65,259.85498,258.035,256.88,260.65,6.8,2.64,1773360000.0,0.6081,1.96,0.864,25.45607,21.621508,2114594,2114594,2273993,2068600,2068600,257.37,258.17,3,3,104460427264,247.18,329.93,329.93,0.808554,4.997294,258.053,288.74646,6.16,0.023705529,USD,False,106472595456.0,0.19788,403546823,404448744,6954562,7624972,1764288000,1767139200,0.0172,0.00154,0.86877996,2.78,0.019199999,405089516,15.742,16.38102,1751241600,1782777600,1759190400,0.059,4136399872,10.13,11.92655,1139:1000,1412121600.0,5.094,17.474,-0.14086288,0.15024745,1.7,1765497600.0,EQUITY,257.87,332.0,230.0,288.53845,290.0,3.0,hold,13,7696699904.0,19.03,6093100032,9874100224.0,0.266,1.054,20903399424,154.917,51.436,0.06624,0.70572996,10097699840,4415287296.0,4757600256.0,0.064,0.071,0.48306,0.29149,0.25891,USD,ADP,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,PRE,[],1769425826.0,1769202000,NMS,finmb_126269,America/New_York,EST,-18000000,us_market,False,-0.7638819,257.87,10.13,11.92655,10.91364,23.62823,-0.18301392,-0.0007092105,-30.876465,-0.10693279,15,0,3.0 - Hold,False,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",-0.16998291,-0.065918066,257.7,-1.9849854,256.88 - 260.65,NasdaqGS,2273993,10.690002,0.043247845,247.18 - 329.93,-72.06,-0.21840997,-14.086288,1775001600.0,1769607000.0,1769607000,1769607000,1769607000,1769607000,False,True,322151400000,Automatic Data Processing,3.0786,,,,,
